,c_name,d_name,cdr_hat,cdr_all,cluster,c_cluster,d_cluster
99,c0_29,d1_10,0,0,-1,0,2
100,c0_29,d2_1,0,0,-1,0,1
101,c0_29,d2_2,0,0,-1,0,1
102,c0_29,d2_3,0,0,-1,0,1
103,c0_29,d2_4,0,0,-1,0,1
104,c0_29,d2_5,0,0,-1,0,1
105,c0_29,d2_6,0,0,-1,0,1
106,c0_29,d2_7,0,0,-1,0,1
107,c0_29,d2_8,0,0,-1,0,1
108,c0_29,d2_9,0,0,-1,0,1
109,c0_29,d2_10,0,0,-1,0,1
110,c0_29,d0_1,0.995098,0.995098,0,0,0
111,c0_29,d0_2,0.996064,0.996064,0,0,0
112,c0_29,d0_3,0.990484,0.990484,0,0,0
113,c0_29,d0_4,0.996406,0.996406,0,0,0
114,c0_29,d0_5,0.987642,0.987642,0,0,0
115,c0_29,d0_6,0.994623,0.994623,0,0,0
116,c0_29,d0_7,0.995691,0.995691,0,0,0
117,c0_29,d0_8,0.995889,0.995889,0,0,0
118,c0_29,d0_9,0.994304,0.994304,0,0,0
119,c0_29,d0_10,0.993788,0.993788,0,0,0
120,c0_61,d1_1,0,0,-1,0,2
121,c0_61,d1_2,0,0,-1,0,2
122,c0_61,d1_3,0,0,-1,0,2
123,c0_61,d1_4,0,0,-1,0,2
124,c0_61,d1_5,0,0,-1,0,1
125,c0_61,d1_6,0,0,-1,0,2
126,c0_61,d1_7,0,0,-1,0,2
127,c0_61,d1_8,0,0,-1,0,2
128,c0_61,d1_9,0,0,-1,0,2
129,c0_61,d1_10,0,0,-1,0,2
130,c0_61,d2_1,0,0,-1,0,1
131,c0_61,d2_2,0,0,-1,0,1
132,c0_61,d2_3,0,0,-1,0,1
133,c0_61,d2_4,0,0,-1,0,1
134,c0_61,d2_5,0,0,-1,0,1
135,c0_61,d2_6,0,0,-1,0,1
136,c0_61,d2_7,0,0,-1,0,1
137,c0_61,d2_8,0,0,-1,0,1
138,c0_61,d2_9,0,0,-1,0,1
139,c0_61,d2_10,0,0,-1,0,1
140,c0_61,d0_1,0.992834,0.992834,0,0,0
141,c0_61,d0_2,0.993856,0.993856,0,0,0
142,c0_61,d0_3,0.98612,0.98612,0,0,0
143,c0_61,d0_4,0.994389,0.994389,0,0,0
144,c0_61,d0_5,0.980801,0.980801,0,0,0
145,c0_61,d0_6,0.991614,0.991614,0,0,0
146,c0_61,d0_7,0.993275,0.993275,0,0,0
147,c0_61,d0_8,0.993583,0.993583,0,0,0
148,c0_61,d0_9,0.991118,0.991118,0,0,0
149,c0_61,d0_10,0.990925,0.990925,0,0,0
150,c1_17,d1_1,0.999956,0.999956,2,1 & 2,2
151,c1_17,d1_2,0.999985,0.999985,2,1 & 2,2
152,c1_17,d1_3,0.999727,0.999727,2,1 & 2,2
153,c1_17,d1_4,0.999851,0.999851,2,1 & 2,2
154,c1_17,d1_5,0.999982,0.999982,1,1 & 2,1
155,c1_17,d1_6,0.999999,0.999999,2,1 & 2,2
156,c1_17,d1_7,0.999159,0.999159,2,1 & 2,2
157,c1_17,d1_8,0.996239,0.996239,2,1 & 2,2
158,c1_17,d1_9,0.99916,0.99916,2,1 & 2,2
159,c1_17,d1_10,0.998781,0.998781,2,1 & 2,2
160,c1_17,d2_1,0.999986,0.999986,1,1 & 2,1
161,c1_17,d2_2,0.999999,0.999999,1,1 & 2,1
162,c1_17,d2_3,0.999996,0.999996,1,1 & 2,1
163,c1_17,d2_4,0.999987,0.999987,1,1 & 2,1
164,c1_17,d2_5,0.999973,0.999973,1,1 & 2,1
165,c1_17,d2_6,0.999989,0.999989,1,1 & 2,1
166,c1_17,d2_7,0.999998,0.999998,1,1 & 2,1
167,c1_17,d2_8,0.999485,0.999485,1,1 & 2,1
168,c1_17,d2_9,0.999984,0.999984,1,1 & 2,1
169,c1_17,d2_10,0.999806,0.999806,1,1 & 2,1
170,c1_17,d0_1,0,0,-1,1 & 2,0
171,c1_17,d0_2,0,0,-1,1 & 2,0
172,c1_17,d0_3,0,0,-1,1 & 2,0
173,c1_17,d0_4,0,0,-1,1 & 2,0
174,c1_17,d0_5,0,0,-1,1 & 2,0
175,c1_17,d0_6,0,0,-1,1 & 2,0
176,c1_17,d0_7,0,0,-1,1 & 2,0
177,c1_17,d0_8,0,0,-1,1 & 2,0
178,c1_17,d0_9,0,0,-1,1 & 2,0
179,c1_17,d0_10,0,0,-1,1 & 2,0
180,c1_19,d1_1,0.999938,0.999938,2,1 & 2,2
181,c1_19,d1_2,0.999981,0.999981,2,1 & 2,2
182,c1_19,d1_3,0.999612,0.999612,2,1 & 2,2
183,c1_19,d1_4,0.999805,0.999805,2,1 & 2,2
184,c1_19,d1_5,0.993129,0.993129,1,1 & 2,1
185,c1_19,d1_6,0.999998,0.999998,2,1 & 2,2
186,c1_19,d1_7,0.998802,0.998802,2,1 & 2,2
187,c1_19,d1_8,0.994737,0.994737,2,1 & 2,2
188,c1_19,d1_9,0.998805,0.998805,2,1 & 2,2
189,c1_19,d1_10,0.998281,0.998281,2,1 & 2,2
190,c1_19,d2_1,0.968053,0.968053,1,1 & 2,1
191,c1_19,d2_2,0.997163,0.997163,1,1 & 2,1
192,c1_19,d2_3,0.988579,0.988579,1,1 & 2,1
193,c1_19,d2_4,0.981403,0.981403,1,1 & 2,1
194,c1_19,d2_5,0.988653,0.988653,1,1 & 2,1
195,c1_19,d2_6,0.994558,0.994558,1,1 & 2,1
196,c1_19,d2_7,0.995865,0.995865,1,1 & 2,1
197,c1_19,d2_8,0.937836,0.937836,1,1 & 2,1
198,c1_19,d2_9,0.993981,0.993981,1,1 & 2,1
199,c1_19,d2_10,0.994378,0.994378,1,1 & 2,1
200,c1_19,d0_1,0,0,-1,1 & 2,0
201,c1_19,d0_2,0,0,-1,1 & 2,0
202,c1_19,d0_3,0,0,-1,1 & 2,0
203,c1_19,d0_4,0,0,-1,1 & 2,0
204,c1_19,d0_5,0,0,-1,1 & 2,0
205,c1_19,d0_6,0,0,-1,1 & 2,0
206,c1_19,d0_7,0,0,-1,1 & 2,0
207,c1_19,d0_8,0,0,-1,1 & 2,0
208,c1_19,d0_9,0,0,-1,1 & 2,0
209,c1_19,d0_10,0,0,-1,1 & 2,0
210,c1_11,d1_1,0.999977,0.999977,2,1 & 2,2
211,c1_11,d1_2,0.999994,0.999994,2,1 & 2,2
212,c1_11,d1_3,0.999858,0.999858,2,1 & 2,2
213,c1_11,d1_4,0.999938,0.999938,2,1 & 2,2
214,c1_11,d1_5,0.999719,0.999719,1,1 & 2,1
215,c1_11,d1_6,1.0,1.0,2,1 & 2,2
216,c1_11,d1_7,0.999562,0.999562,2,1 & 2,2
217,c1_11,d1_8,0.998069,0.998069,2,1 & 2,2
218,c1_11,d1_9,0.999563,0.999563,2,1 & 2,2
219,c1_11,d1_10,0.999371,0.999371,2,1 & 2,2
220,c1_11,d2_1,0.976887,0.976887,1,1 & 2,1
221,c1_11,d2_2,0.997651,0.997651,1,1 & 2,1
222,c1_11,d2_3,0.995643,0.995643,1,1 & 2,1
223,c1_11,d2_4,0.979475,0.979475,1,1 & 2,1
224,c1_11,d2_5,0.956359,0.956359,1,1 & 2,1
225,c1_11,d2_6,0.983772,0.983772,1,1 & 2,1
226,c1_11,d2_7,0.997543,0.997543,1,1 & 2,1
227,c1_11,d2_8,0.605886,0.605886,1,1 & 2,1
228,c1_11,d2_9,0.973664,0.973664,1,1 & 2,1
229,c1_11,d2_10,0.916418,0.916418,1,1 & 2,1
230,c1_11,d0_1,0,0,-1,1 & 2,0
231,c1_11,d0_2,0,0,-1,1 & 2,0
232,c1_11,d0_3,0,0,-1,1 & 2,0
233,c1_11,d0_4,0,0,-1,1 & 2,0
234,c1_11,d0_5,0,0,-1,1 & 2,0
235,c1_11,d0_6,0,0,-1,1 & 2,0
236,c1_11,d0_7,0,0,-1,1 & 2,0
237,c1_11,d0_8,0,0,-1,1 & 2,0
238,c1_11,d0_9,0,0,-1,1 & 2,0
239,c1_11,d0_10,0,0,-1,1 & 2,0
240,c0_50,d1_1,0,0,-1,0,2
241,c0_50,d1_2,0,0,-1,0,2
242,c0_50,d1_3,0,0,-1,0,2
243,c0_50,d1_4,0,0,-1,0,2
244,c0_50,d1_5,0,0,-1,0,1
245,c0_50,d1_6,0,0,-1,0,2
246,c0_50,d1_7,0,0,-1,0,2
247,c0_50,d1_8,0,0,-1,0,2
248,c0_50,d1_9,0,0,-1,0,2
249,c0_50,d1_10,0,0,-1,0,2
250,c0_50,d2_1,0,0,-1,0,1
251,c0_50,d2_2,0,0,-1,0,1
252,c0_50,d2_3,0,0,-1,0,1
253,c0_50,d2_4,0,0,-1,0,1
254,c0_50,d2_5,0,0,-1,0,1
255,c0_50,d2_6,0,0,-1,0,1
256,c0_50,d2_7,0,0,-1,0,1
257,c0_50,d2_8,0,0,-1,0,1
258,c0_50,d2_9,0,0,-1,0,1
259,c0_50,d2_10,0,0,-1,0,1
260,c0_50,d0_1,0.999212,0.999212,0,0,0
261,c0_50,d0_2,0.999403,0.999403,0,0,0
262,c0_50,d0_3,0.998208,0.998208,0,0,0
263,c0_50,d0_4,0.999455,0.999455,0,0,0
264,c0_50,d0_5,0.998111,0.998111,0,0,0
265,c0_50,d0_6,0.999183,0.999183,0,0,0
266,c0_50,d0_7,0.999346,0.999346,0,0,0
267,c0_50,d0_8,0.999376,0.999376,0,0,0
268,c0_50,d0_9,0.999134,0.999134,0,0,0
269,c0_50,d0_10,0.9987,0.9987,0,0,0
270,c2_17,d1_1,0,0,-1,1,2
271,c2_17,d1_2,0,0,-1,1,2
272,c2_17,d1_3,0,0,-1,1,2
273,c2_17,d1_4,0,0,-1,1,2
274,c2_17,d1_5,0.057086,0.057086,1,1,1
275,c2_17,d1_6,0,0,-1,1,2
276,c2_17,d1_7,0,0,-1,1,2
277,c2_17,d1_8,0,0,-1,1,2
278,c2_17,d1_9,0,0,-1,1,2
279,c2_17,d1_10,0,0,-1,1,2
280,c2_17,d2_1,0.893694,0.893694,1,1,1
281,c2_17,d2_2,0.990866,0.990866,1,1,1
282,c2_17,d2_3,0.848762,0.848762,1,1,1
283,c2_17,d2_4,0.957188,0.957188,1,1,1
284,c2_17,d2_5,0.977941,0.977941,1,1,1
285,c2_17,d2_6,0.989361,0.989361,1,1,1
286,c2_17,d2_7,0.974375,0.974375,1,1,1
287,c2_17,d2_8,0.884747,0.884747,1,1,1
288,c2_17,d2_9,0.988239,0.988239,1,1,1
289,c2_17,d2_10,0.989011,0.989011,1,1,1
290,c2_17,d0_1,0,0,-1,1,0
291,c2_17,d0_2,0,0,-1,1,0
292,c2_17,d0_3,0,0,-1,1,0
293,c2_17,d0_4,0,0,-1,1,0
294,c2_17,d0_5,0,0,-1,1,0
295,c2_17,d0_6,0,0,-1,1,0
296,c2_17,d0_7,0,0,-1,1,0
297,c2_17,d0_8,0,0,-1,1,0
298,c2_17,d0_9,0,0,-1,1,0
299,c2_17,d0_10,0,0,-1,1,0
300,c1_12,d1_1,0.999993,0.999993,2,1 & 2,2
301,c1_12,d1_2,0.999998,0.999998,2,1 & 2,2
302,c1_12,d1_3,0.999958,0.999958,2,1 & 2,2
303,c1_12,d1_4,0.999984,0.999984,2,1 & 2,2
304,c1_12,d1_5,0.986656,0.986656,1,1 & 2,1
305,c1_12,d1_6,1.0,1.0,2,1 & 2,2
306,c1_12,d1_7,0.99987,0.99987,2,1 & 2,2
307,c1_12,d1_8,0.999421,0.999421,2,1 & 2,2
308,c1_12,d1_9,0.999871,0.999871,2,1 & 2,2
309,c1_12,d1_10,0.999812,0.999812,2,1 & 2,2
310,c1_12,d2_1,0.937667,0.937667,1,1 & 2,1
311,c1_12,d2_2,0.994303,0.994303,1,1 & 2,1
312,c1_12,d2_3,0.984459,0.984459,1,1 & 2,1
313,c1_12,d2_4,0.942307,0.942307,1,1 & 2,1
314,c1_12,d2_5,0.918131,0.918131,1,1 & 2,1
315,c1_12,d2_6,0.969649,0.969649,1,1 & 2,1
316,c1_12,d2_7,0.991777,0.991777,1,1 & 2,1
317,c1_12,d2_8,0.636887,0.636887,1,1 & 2,1
318,c1_12,d2_9,0.955502,0.955502,1,1 & 2,1
319,c1_12,d2_10,0.934762,0.934762,1,1 & 2,1
320,c1_12,d0_1,0,0,-1,1 & 2,0
321,c1_12,d0_2,0,0,-1,1 & 2,0
322,c1_12,d0_3,0,0,-1,1 & 2,0
323,c1_12,d0_4,0,0,-1,1 & 2,0
324,c1_12,d0_5,0,0,-1,1 & 2,0
325,c1_12,d0_6,0,0,-1,1 & 2,0
326,c1_12,d0_7,0,0,-1,1 & 2,0
327,c1_12,d0_8,0,0,-1,1 & 2,0
328,c1_12,d0_9,0,0,-1,1 & 2,0
329,c1_12,d0_10,0,0,-1,1 & 2,0
330,c0_52,d1_1,0,0,-1,0,2
331,c0_52,d1_2,0,0,-1,0,2
332,c0_52,d1_3,0,0,-1,0,2
333,c0_52,d1_4,0,0,-1,0,2
334,c0_52,d1_5,0,0,-1,0,1
335,c0_52,d1_6,0,0,-1,0,2
336,c0_52,d1_7,0,0,-1,0,2
337,c0_52,d1_8,0,0,-1,0,2
338,c0_52,d1_9,0,0,-1,0,2
339,c0_52,d1_10,0,0,-1,0,2
340,c0_52,d2_1,0,0,-1,0,1
341,c0_52,d2_2,0,0,-1,0,1
342,c0_52,d2_3,0,0,-1,0,1
343,c0_52,d2_4,0,0,-1,0,1
344,c0_52,d2_5,0,0,-1,0,1
345,c0_52,d2_6,0,0,-1,0,1
346,c0_52,d2_7,0,0,-1,0,1
347,c0_52,d2_8,0,0,-1,0,1
348,c0_52,d2_9,0,0,-1,0,1
349,c0_52,d2_10,0,0,-1,0,1
350,c0_52,d0_1,0.849877,0.849877,0,0,0
351,c0_52,d0_2,0.822365,0.822365,0,0,0
352,c0_52,d0_3,0.764328,0.764328,0,0,0
353,c0_52,d0_4,0.847932,0.847932,0,0,0
354,c0_52,d0_5,0.606543,0.606543,0,0,0
355,c0_52,d0_6,0.817772,0.817772,0,0,0
356,c0_52,d0_7,0.822918,0.822918,0,0,0
357,c0_52,d0_8,0.779959,0.779959,0,0,0
358,c0_52,d0_9,0.778313,0.778313,0,0,0
359,c0_52,d0_10,0.832903,0.832903,0,0,0
360,c0_2,d1_1,0,0,-1,0,2
361,c0_2,d1_2,0,0,-1,0,2
362,c0_2,d1_3,0,0,-1,0,2
363,c0_2,d1_4,0,0,-1,0,2
364,c0_2,d1_5,0,0,-1,0,1
365,c0_2,d1_6,0,0,-1,0,2
366,c0_2,d1_7,0,0,-1,0,2
367,c0_2,d1_8,0,0,-1,0,2
368,c0_2,d1_9,0,0,-1,0,2
369,c0_2,d1_10,0,0,-1,0,2
370,c0_2,d2_1,0,0,-1,0,1
371,c0_2,d2_2,0,0,-1,0,1
372,c0_2,d2_3,0,0,-1,0,1
373,c0_2,d2_4,0,0,-1,0,1
374,c0_2,d2_5,0,0,-1,0,1
375,c0_2,d2_6,0,0,-1,0,1
376,c0_2,d2_7,0,0,-1,0,1
377,c0_2,d2_8,0,0,-1,0,1
378,c0_2,d2_9,0,0,-1,0,1
379,c0_2,d2_10,0,0,-1,0,1
380,c0_2,d0_1,0.999987,0.999987,0,0,0
381,c0_2,d0_2,0.99999,0.99999,0,0,0
382,c0_2,d0_3,0.999972,0.999972,0,0,0
383,c0_2,d0_4,0.999992,0.999992,0,0,0
384,c0_2,d0_5,0.99997,0.99997,0,0,0
385,c0_2,d0_6,0.999987,0.999987,0,0,0
386,c0_2,d0_7,0.99999,0.99999,0,0,0
387,c0_2,d0_8,0.99999,0.99999,0,0,0
388,c0_2,d0_9,0.999986,0.999986,0,0,0
389,c0_2,d0_10,0.999979,0.999979,0,0,0
390,c0_5,d1_1,0,0,-1,0,2
391,c0_5,d1_2,0,0,-1,0,2
392,c0_5,d1_3,0,0,-1,0,2
393,c0_5,d1_4,0,0,-1,0,2
394,c0_5,d1_5,0,0,-1,0,1
395,c0_5,d1_6,0,0,-1,0,2
396,c0_5,d1_7,0,0,-1,0,2
397,c0_5,d1_8,0,0,-1,0,2
398,c0_5,d1_9,0,0,-1,0,2
399,c0_5,d1_10,0,0,-1,0,2
400,c0_5,d2_1,0,0,-1,0,1
401,c0_5,d2_2,0,0,-1,0,1
402,c0_5,d2_3,0,0,-1,0,1
403,c0_5,d2_4,0,0,-1,0,1
404,c0_5,d2_5,0,0,-1,0,1
405,c0_5,d2_6,0,0,-1,0,1
406,c0_5,d2_7,0,0,-1,0,1
407,c0_5,d2_8,0,0,-1,0,1
408,c0_5,d2_9,0,0,-1,0,1
409,c0_5,d2_10,0,0,-1,0,1
410,c0_5,d0_1,0.991538,0.991538,0,0,0
411,c0_5,d0_2,0.992373,0.992373,0,0,0
412,c0_5,d0_3,0.983628,0.983628,0,0,0
413,c0_5,d0_4,0.993033,0.993033,0,0,0
414,c0_5,d0_5,0.977351,0.977351,0,0,0
415,c0_5,d0_6,0.989594,0.989594,0,0,0
416,c0_5,d0_7,0.991652,0.991652,0,0,0
417,c0_5,d0_8,0.992034,0.992034,0,0,0
418,c0_5,d0_9,0.988981,0.988981,0,0,0
419,c0_5,d0_10,0.989286,0.989286,0,0,0
420,c0_59,d1_1,0,0,-1,0,2
421,c0_59,d1_2,0,0,-1,0,2
422,c0_59,d1_3,0,0,-1,0,2
423,c0_59,d1_4,0,0,-1,0,2
424,c0_59,d1_5,0,0,-1,0,1
425,c0_59,d1_6,0,0,-1,0,2
426,c0_59,d1_7,0,0,-1,0,2
427,c0_59,d1_8,0,0,-1,0,2
428,c0_59,d1_9,0,0,-1,0,2
429,c0_59,d1_10,0,0,-1,0,2
430,c0_59,d2_1,0,0,-1,0,1
431,c0_59,d2_2,0,0,-1,0,1
432,c0_59,d2_3,0,0,-1,0,1
433,c0_59,d2_4,0,0,-1,0,1
434,c0_59,d2_5,0,0,-1,0,1
435,c0_59,d2_6,0,0,-1,0,1
436,c0_59,d2_7,0,0,-1,0,1
437,c0_59,d2_8,0,0,-1,0,1
438,c0_59,d2_9,0,0,-1,0,1
439,c0_59,d2_10,0,0,-1,0,1
440,c0_59,d0_1,0.999251,0.999251,0,0,0
441,c0_59,d0_2,0.999432,0.999432,0,0,0
442,c0_59,d0_3,0.998299,0.998299,0,0,0
443,c0_59,d0_4,0.999481,0.999481,0,0,0
444,c0_59,d0_5,0.998203,0.998203,0,0,0
445,c0_59,d0_6,0.999223,0.999223,0,0,0
446,c0_59,d0_7,0.999378,0.999378,0,0,0
447,c0_59,d0_8,0.999407,0.999407,0,0,0
448,c0_59,d0_9,0.999177,0.999177,0,0,0
449,c0_59,d0_10,0.998892,0.998892,0,0,0
450,c0_56,d1_1,0,0,-1,0,2
451,c0_56,d1_2,0,0,-1,0,2
452,c0_56,d1_3,0,0,-1,0,2
453,c0_56,d1_4,0,0,-1,0,2
454,c0_56,d1_5,0,0,-1,0,1
455,c0_56,d1_6,0,0,-1,0,2
456,c0_56,d1_7,0,0,-1,0,2
457,c0_56,d1_8,0,0,-1,0,2
458,c0_56,d1_9,0,0,-1,0,2
459,c0_56,d1_10,0,0,-1,0,2
460,c0_56,d2_1,0,0,-1,0,1
461,c0_56,d2_2,0,0,-1,0,1
462,c0_56,d2_3,0,0,-1,0,1
463,c0_56,d2_4,0,0,-1,0,1
464,c0_56,d2_5,0,0,-1,0,1
465,c0_56,d2_6,0,0,-1,0,1
466,c0_56,d2_7,0,0,-1,0,1
467,c0_56,d2_8,0,0,-1,0,1
468,c0_56,d2_9,0,0,-1,0,1
469,c0_56,d2_10,0,0,-1,0,1
470,c0_56,d0_1,0.899142,0.899142,0,0,0
471,c0_56,d0_2,0.879725,0.879725,0,0,0
472,c0_56,d0_3,0.820503,0.820503,0,0,0
473,c0_56,d0_4,0.889051,0.889051,0,0,0
474,c0_56,d0_5,0.766528,0.766528,0,0,0
475,c0_56,d0_6,0.872019,0.872019,0,0,0
476,c0_56,d0_7,0.869761,0.869761,0,0,0
477,c0_56,d0_8,0.875019,0.875019,0,0,0
478,c0_56,d0_9,0.834584,0.834584,0,0,0
479,c0_56,d0_10,0.875397,0.875397,0,0,0
480,c1_1,d1_1,0.999961,0.999961,2,1 & 2,2
481,c1_1,d1_2,0.999988,0.999988,2,1 & 2,2
482,c1_1,d1_3,0.999759,0.999759,2,1 & 2,2
483,c1_1,d1_4,0.999875,0.999875,2,1 & 2,2
484,c1_1,d1_5,0.999985,0.999985,1,1 & 2,1
485,c1_1,d1_6,0.999999,0.999999,2,1 & 2,2
486,c1_1,d1_7,0.999257,0.999257,2,1 & 2,2
487,c1_1,d1_8,0.996678,0.996678,2,1 & 2,2
488,c1_1,d1_9,0.999259,0.999259,2,1 & 2,2
489,c1_1,d1_10,0.998924,0.998924,2,1 & 2,2
490,c1_1,d2_1,0.999956,0.999956,1,1 & 2,1
491,c1_1,d2_2,0.999994,0.999994,1,1 & 2,1
492,c1_1,d2_3,0.999989,0.999989,1,1 & 2,1
493,c1_1,d2_4,0.999959,0.999959,1,1 & 2,1
494,c1_1,d2_5,0.999892,0.999892,1,1 & 2,1
495,c1_1,d2_6,0.999956,0.999956,1,1 & 2,1
496,c1_1,d2_7,0.999993,0.999993,1,1 & 2,1
497,c1_1,d2_8,0.998183,0.998183,1,1 & 2,1
498,c1_1,d2_9,0.999938,0.999938,1,1 & 2,1
499,c1_1,d2_10,0.999285,0.999285,1,1 & 2,1
500,c1_1,d0_1,0,0,-1,1 & 2,0
501,c1_1,d0_2,0,0,-1,1 & 2,0
502,c1_1,d0_3,0,0,-1,1 & 2,0
503,c1_1,d0_4,0,0,-1,1 & 2,0
504,c1_1,d0_5,0,0,-1,1 & 2,0
505,c1_1,d0_6,0,0,-1,1 & 2,0
506,c1_1,d0_7,0,0,-1,1 & 2,0
507,c1_1,d0_8,0,0,-1,1 & 2,0
508,c1_1,d0_9,0,0,-1,1 & 2,0
509,c1_1,d0_10,0,0,-1,1 & 2,0
510,c0_51,d1_1,0,0,-1,0,2
511,c0_51,d1_2,0,0,-1,0,2
512,c0_51,d1_3,0,0,-1,0,2
513,c0_51,d1_4,0,0,-1,0,2
514,c0_51,d1_5,0,0,-1,0,1
515,c0_51,d1_6,0,0,-1,0,2
516,c0_51,d1_7,0,0,-1,0,2
517,c0_51,d1_8,0,0,-1,0,2
518,c0_51,d1_9,0,0,-1,0,2
519,c0_51,d1_10,0,0,-1,0,2
520,c0_51,d2_1,0,0,-1,0,1
521,c0_51,d2_2,0,0,-1,0,1
522,c0_51,d2_3,0,0,-1,0,1
